dir,hir,lvr,ccs,mcs,pbcr,dmi,self,single,uria,comdominiom,black,deny
0.34,0.26,0.8785714285714291,6.0,2.0,no,no,no,no,3.20000004768372,0,no,no
0.29,0.24,0.795,1.0,2.0,no,no,yes,no,3.20000004768372,0,no,no
0.4,0.22,0.9440000000000001,6.0,2.0,no,no,no,yes,3.0999999046325697,0,no,no
0.3,0.23,0.73125,1.0,2.0,no,no,no,no,3.20000004768372,0,no,no
0.26,0.26,0.188524590163934,1.0,2.0,no,no,no,yes,4.30000019073486,0,no,no
0.28,0.28,0.902857142857143,1.0,1.0,no,no,no,no,3.0999999046325697,0,no,no
0.39,0.23,0.655737704918033,5.0,1.0,no,no,no,no,3.20000004768372,0,no,no
0.22,0.156999998092651,0.887417218543046,1.0,1.0,no,no,no,no,3.20000004768372,1,no,no
0.28100000381469703,0.221000003814697,0.589285714285714,1.0,2.0,no,no,no,no,3.0999999046325697,0,no,no
0.35,0.302999992370605,0.8838709677419359,5.0,2.0,no,no,no,no,5.300000190734861,0,no,no
0.36200000762939505,0.276000003814697,0.9473684210526321,1.0,1.0,no,no,no,no,10.6000003814697,0,no,no
0.34479999542236306,0.2125,0.9,1.0,1.0,no,no,no,yes,1.79999995231628,1,no,no
0.364000015258789,0.276000003814697,0.925742574257426,1.0,1.0,no,no,yes,no,3.20000004768372,0,no,no
0.176000003814697,0.172999992370605,0.764444444444444,1.0,2.0,no,no,no,no,3.9000000953674303,0,no,no
0.374000015258789,0.317199993133545,0.933333333333333,1.0,2.0,no,no,no,no,1.79999995231628,0,no,no
0.359000015258789,0.34200000762939503,0.842105263157895,2.0,1.0,no,no,no,no,3.0999999046325697,0,no,no
0.28399999618530297,0.253999996185303,0.35751295336787603,1.0,2.0,no,no,no,yes,3.20000004768372,0,no,no
0.336100006103516,0.3175,0.7924528301886791,1.0,2.0,no,no,no,yes,3.9000000953674303,0,no,no
0.255,0.17100000381469702,0.7914893617021279,5.0,1.0,yes,no,no,no,3.9000000953674303,0,yes,no
0.311100006103516,0.300799999237061,0.9,2.0,2.0,no,no,no,yes,3.20000004768372,0,no,no
0.325999984741211,0.268999996185303,0.9302325581395351,1.0,2.0,no,no,no,no,2.0,0,no,no
0.32810001373291,0.3075,0.7971014492753621,1.0,2.0,no,no,no,yes,3.20000004768372,1,no,no
0.38,0.3,0.7382550335570469,1.0,1.0,no,no,no,no,3.9000000953674303,0,no,no
0.322000007629395,0.312999992370605,0.8,1.0,2.0,no,no,no,no,3.20000004768372,0,no,no
0.316000003814697,0.21200000762939497,0.661764705882353,5.0,2.0,no,no,no,no,3.20000004768372,0,no,yes
0.225,0.221000003814697,0.9662921348314608,1.0,2.0,no,no,no,yes,3.0999999046325697,1,no,no
0.22360000610351605,0.21690000534057602,0.943181818181818,1.0,2.0,no,no,no,yes,2.0,1,no,no
0.22299999237060503,0.22299999237060503,0.6875,1.0,2.0,no,no,no,yes,2.0,0,no,no
0.168999996185303,0.11,0.943181818181818,2.0,2.0,no,no,no,yes,3.20000004768372,1,no,no
0.42200000762939505,0.370999984741211,0.7052023121387281,2.0,2.0,no,no,yes,yes,3.20000004768372,0,no,no
0.326199989318848,0.19889999389648397,0.384615384615385,1.0,1.0,no,no,no,no,5.300000190734861,0,no,no
0.318999996185303,0.28200000762939503,0.5,1.0,1.0,no,no,no,no,3.0999999046325697,0,no,no
0.44,0.32,0.65034965034965,1.0,2.0,no,no,yes,yes,4.30000019073486,0,no,no
0.38200000762939507,0.266000003814697,0.8,6.0,2.0,no,no,no,no,3.20000004768372,0,yes,no
0.303999996185303,0.245,0.8795180722891569,1.0,2.0,no,no,no,no,3.20000004768372,0,no,no
0.34,0.18,0.294117647058824,2.0,1.0,yes,no,yes,yes,10.6000003814697,0,no,no
0.322000007629395,0.215,0.7872340425531921,2.0,2.0,no,no,no,yes,3.0999999046325697,0,no,no
0.379000015258789,0.318999996185303,0.794871794871795,1.0,2.0,no,no,no,no,3.0999999046325697,0,no,no
0.65,0.44,0.5714285714285711,1.0,1.0,yes,no,yes,no,3.20000004768372,0,no,no
0.318999996185303,0.311599998474121,0.583333333333333,6.0,2.0,no,no,no,yes,3.20000004768372,1,no,no
0.4075,0.298999996185303,0.704347826086957,1.0,2.0,no,no,no,no,3.9000000953674303,0,no,no
0.359199981689453,0.295,0.873015873015873,1.0,2.0,no,no,no,yes,3.0999999046325697,0,no,no
0.195599994659424,0.14510000228881798,0.5625,1.0,1.0,no,no,no,no,3.20000004768372,0,no,no
0.296000003814697,0.27,0.699481865284974,6.0,2.0,no,no,no,yes,3.20000004768372,0,no,no
0.35700000762939504,0.298999996185303,0.9215686274509799,1.0,1.0,no,no,no,yes,3.0999999046325697,0,no,no
0.36200000762939505,0.21700000762939498,0.947826086956522,1.0,2.0,no,no,no,yes,3.20000004768372,0,no,no
0.306000003814697,0.27799999237060496,0.7118644067796609,5.0,2.0,no,no,no,yes,3.20000004768372,1,no,no
0.275,0.256000003814697,0.9,1.0,2.0,no,no,no,yes,3.20000004768372,0,no,no
0.30739999771118204,0.302299995422363,0.5753846153846149,1.0,1.0,no,no,no,no,3.0999999046325697,0,no,no
0.32400001525878896,0.262999992370605,0.7543859649122809,1.0,1.0,no,no,yes,yes,3.20000004768372,0,no,no
0.22799999237060503,0.22799999237060503,0.29069767441860495,1.0,1.0,no,no,no,no,4.30000019073486,0,no,no
0.37490001678466794,0.307099990844727,0.87843137254902,1.0,1.0,no,no,no,no,3.0999999046325697,0,yes,no
0.40299999237060496,0.241000003814697,0.5244444444444439,1.0,1.0,no,no,no,no,3.20000004768372,0,no,no
0.45400001525878897,0.16600000381469698,0.666666666666667,2.0,1.0,no,no,no,no,10.6000003814697,0,no,no
0.27799999237060496,0.167000007629395,0.511627906976744,1.0,1.0,no,no,no,no,3.0999999046325697,0,no,no
0.287299995422363,0.251399993896484,0.7619047619047621,1.0,1.0,no,no,no,no,3.20000004768372,0,no,no
0.266000003814697,0.21200000762939497,0.89,1.0,2.0,no,no,no,no,2.0,0,no,no
0.334000015258789,0.268999996185303,0.89047619047619,1.0,2.0,no,no,no,yes,1.79999995231628,0,no,no
0.17399999618530299,0.17,0.429885057471264,2.0,2.0,no,no,no,yes,3.20000004768372,0,no,no
0.33299999237060496,0.267999992370605,0.775,1.0,2.0,no,no,no,no,5.300000190734861,0,no,no
0.33299999237060496,0.33,0.46428571428571397,1.0,1.0,no,no,no,no,3.0999999046325697,0,no,no
0.38200000762939507,0.28200000762939503,0.837037037037037,1.0,2.0,no,no,no,no,3.20000004768372,0,yes,no
0.163999996185303,0.145,0.32409012131715803,1.0,1.0,no,no,no,no,5.300000190734861,0,no,no
0.241000003814697,0.23600000381469702,0.697674418604651,1.0,2.0,no,no,no,yes,2.0,1,no,no
0.297000007629395,0.285,0.618556701030928,1.0,2.0,no,no,no,yes,1.79999995231628,0,no,no
0.322999992370605,0.297000007629395,0.615384615384615,1.0,2.0,no,no,no,yes,3.20000004768372,1,no,no
0.29,0.15,0.7741935483870971,2.0,1.0,no,no,no,no,1.79999995231628,0,no,no
0.340999984741211,0.268999996185303,0.86875,1.0,2.0,no,no,no,no,3.0999999046325697,0,no,no
0.414000015258789,0.40200000762939503,0.7677419354838709,2.0,1.0,no,no,no,yes,3.20000004768372,0,no,no
0.266000003814697,0.188999996185303,0.8944099378881991,2.0,2.0,no,no,no,no,3.0999999046325697,0,no,no
0.259400005340576,0.24860000610351604,0.6651162790697671,4.0,2.0,no,no,no,yes,3.9000000953674303,0,no,no
0.489900016784668,0.26510000228881797,0.632701421800948,1.0,1.0,no,no,yes,no,3.0999999046325697,0,no,no
0.266000003814697,0.13100000381469698,0.547945205479452,1.0,1.0,no,no,no,no,4.30000019073486,0,no,no
0.221000003814697,0.21799999237060502,0.7581967213114751,1.0,2.0,no,no,no,no,3.9000000953674303,1,no,no
0.40369998931884793,0.315499992370605,0.8,1.0,2.0,no,no,no,no,3.9000000953674303,0,no,no
0.21,0.21,0.47619047619047605,1.0,1.0,no,no,no,no,3.20000004768372,0,no,no
0.303999996185303,0.275,0.8,2.0,2.0,no,no,no,yes,3.5999999046325697,0,no,no
0.38900001525878897,0.303999996185303,0.7837837837837841,2.0,2.0,no,no,no,yes,3.20000004768372,0,yes,no
0.375,0.276000003814697,0.779874213836478,1.0,2.0,no,no,no,no,3.0999999046325697,0,no,no
0.322999992370605,0.28299999237060497,0.7088607594936709,1.0,2.0,no,no,no,yes,1.79999995231628,1,no,no
0.318999996185303,0.27799999237060496,0.46666666666666706,2.0,2.0,no,no,no,no,10.6000003814697,0,no,no
0.302000007629395,0.285,0.774468085106383,6.0,1.0,no,no,no,no,3.20000004768372,0,no,no
0.36139999389648403,0.337000007629395,0.82,1.0,2.0,no,no,no,yes,2.0,0,no,no
0.3,0.288999996185303,0.8838709677419359,1.0,2.0,no,no,no,no,2.0,0,no,no
0.208999996185303,0.133000001907349,0.7272727272727271,1.0,1.0,no,no,no,no,3.20000004768372,0,no,no
0.400999984741211,0.276000003814697,0.880952380952381,6.0,1.0,yes,no,no,yes,3.20000004768372,1,yes,no
0.33,0.0619999980926514,0.7986111111111109,6.0,2.0,yes,no,no,no,3.20000004768372,0,no,no
0.303999996185303,0.287999992370605,0.666666666666667,1.0,1.0,no,no,no,no,3.20000004768372,0,no,no
0.146000003814697,0.13100000381469698,0.7682119205298009,1.0,2.0,no,no,no,no,4.30000019073486,0,no,no
0.37,0.26,0.89041095890411,1.0,2.0,no,no,no,yes,1.79999995231628,0,no,no
0.24,0.24,0.6304347826086961,1.0,1.0,no,no,no,no,3.20000004768372,0,no,no
0.21,0.15,0.21052631578947398,1.0,1.0,no,no,no,no,10.6000003814697,0,no,no
0.26,0.22,0.797202797202797,2.0,2.0,no,no,no,no,3.9000000953674303,0,no,no
0.38,0.31,0.755555555555556,2.0,1.0,no,no,no,yes,3.20000004768372,0,yes,no
0.26,0.26,0.784810126582278,2.0,2.0,no,no,no,no,3.20000004768372,1,no,no
0.18,0.14,0.554347826086957,3.0,1.0,yes,no,yes,no,4.30000019073486,0,no,no
0.24,0.22,0.568181818181818,1.0,2.0,no,no,no,no,3.0999999046325697,0,no,no
0.28,0.27,0.9090909090909091,4.0,2.0,no,no,no,yes,3.9000000953674303,1,no,no
0.25,0.09,0.829545454545455,1.0,2.0,yes,no,no,no,1.79999995231628,1,no,no
0.45,0.45,0.503703703703704,1.0,2.0,no,no,no,yes,3.5999999046325697,1,no,no
0.3,0.29,0.72,1.0,2.0,no,no,no,yes,3.20000004768372,1,no,no
0.34,0.27,0.842465753424658,5.0,2.0,no,no,no,no,5.300000190734861,0,no,no
0.3,0.28,0.75,6.0,2.0,no,no,no,yes,8.89999961853027,0,no,no
0.28,0.25,0.736,1.0,1.0,no,no,no,yes,3.20000004768372,0,no,no
0.38,0.27,0.6334841628959279,1.0,1.0,no,no,no,no,3.9000000953674303,0,no,no
0.34,0.31,0.8,6.0,2.0,no,no,no,no,3.20000004768372,0,no,yes
0.35,0.28,0.9079754601226991,3.0,2.0,no,no,no,no,3.20000004768372,0,no,no
0.33,0.3,0.8,1.0,2.0,no,no,no,yes,3.20000004768372,0,no,no
0.32,0.31,0.8617886178861791,1.0,2.0,no,no,no,yes,1.79999995231628,0,no,no
0.22,0.2,0.777027027027027,1.0,2.0,no,no,no,yes,3.0999999046325697,0,no,no
0.3,0.23,0.8,5.0,2.0,no,no,no,yes,3.9000000953674303,0,no,no
0.26,0.25,0.537037037037037,1.0,1.0,no,no,no,no,3.0999999046325697,0,no,no
0.34,0.29,0.7317073170731708,3.0,1.0,no,no,no,yes,3.20000004768372,1,no,no
0.28,0.25,0.7865168539325841,1.0,2.0,no,no,no,yes,3.20000004768372,0,no,no
0.33,0.31,0.9,2.0,2.0,no,no,yes,yes,3.20000004768372,0,no,no
0.4,0.35,0.9125,1.0,2.0,no,no,no,no,2.0,0,no,no
0.26,0.26,0.8518518518518521,1.0,2.0,no,no,no,no,5.300000190734861,0,no,no
0.2,0.2,0.463709677419355,1.0,1.0,no,no,no,no,3.20000004768372,0,no,no
0.34,0.28,0.8684210526315791,1.0,2.0,no,no,no,yes,3.20000004768372,0,yes,no
0.33,0.25,0.377358490566038,5.0,2.0,no,no,no,no,3.9000000953674303,0,no,no
0.35,0.25,0.9477611940298509,1.0,2.0,no,no,no,no,5.300000190734861,0,no,no
0.36,0.25,0.9473684210526321,2.0,2.0,no,no,no,yes,3.0999999046325697,0,no,no
0.32,0.28,0.573684210526316,1.0,2.0,no,no,no,yes,3.9000000953674303,0,no,no
0.32,0.25,0.49,2.0,2.0,no,no,no,no,2.0,0,no,no
0.22,0.21,0.891304347826087,1.0,2.0,no,no,yes,no,4.30000019073486,0,no,no
0.28,0.27,0.4808510638297871,2.0,1.0,no,no,no,no,10.6000003814697,0,no,no
0.28,0.26,0.9492753623188409,1.0,2.0,no,no,no,no,3.9000000953674303,0,no,no
0.31,0.3,0.743589743589744,1.0,2.0,no,no,no,yes,3.5999999046325697,0,no,no
0.37,0.23,0.7857142857142858,3.0,1.0,no,no,no,no,3.0999999046325697,0,no,no
0.32,0.29,0.909836065573771,5.0,2.0,no,no,no,no,3.20000004768372,0,yes,no
0.39,0.23,0.5054347826086961,1.0,2.0,no,no,no,no,3.20000004768372,0,no,no
0.39,0.25,0.8988095238095241,2.0,1.0,no,no,no,no,2.0,0,no,no
0.18,0.12,0.55793991416309,1.0,2.0,no,no,no,yes,3.0999999046325697,0,no,no
0.38,0.18,0.8731343283582091,1.0,1.0,no,yes,no,yes,4.30000019073486,0,no,yes
0.38,0.33,0.7969924812030071,2.0,2.0,no,no,no,yes,3.20000004768372,0,no,no
0.26,0.26,0.739583333333333,2.0,2.0,no,no,no,yes,4.30000019073486,0,no,no
0.36,0.31,0.9227642276422758,3.0,1.0,yes,no,yes,yes,4.30000019073486,0,no,no
0.27,0.24,0.22,1.0,2.0,no,no,no,yes,10.6000003814697,0,no,no
0.24,0.24,0.692592592592593,1.0,2.0,no,no,yes,no,3.20000004768372,0,no,no
0.25,0.17,0.644827586206897,1.0,1.0,no,no,no,no,3.20000004768372,0,no,no
0.28,0.24,0.796296296296296,1.0,2.0,no,no,no,yes,3.20000004768372,0,no,no
0.39,0.28,0.47619047619047605,1.0,2.0,no,no,no,no,3.20000004768372,0,no,no
0.38,0.3,0.693333333333333,2.0,2.0,no,no,no,no,2.0,0,no,no
0.15,0.13,0.214285714285714,1.0,2.0,no,no,no,no,3.20000004768372,0,no,no
0.23,0.14,0.8461538461538459,1.0,2.0,no,no,no,no,3.20000004768372,0,no,no
0.2,0.19,0.8392857142857142,6.0,2.0,no,no,yes,no,3.20000004768372,1,no,no
0.32,0.26,0.902027027027027,5.0,3.0,no,no,yes,no,3.20000004768372,1,no,no
0.35,0.2,0.8,3.0,2.0,no,no,no,no,2.0,0,no,no
0.46,0.46,0.7714285714285709,1.0,2.0,no,no,no,yes,10.6000003814697,0,no,no
0.21,0.16,0.8924731182795699,2.0,2.0,no,no,no,no,3.20000004768372,0,no,no
0.31,0.25,0.902702702702703,1.0,2.0,no,no,no,no,3.20000004768372,0,no,no
0.29,0.26,0.8,1.0,2.0,no,no,yes,yes,10.6000003814697,0,no,no
0.31,0.26,0.9047619047619051,1.0,2.0,no,no,no,yes,2.0,0,yes,no
0.33,0.2,0.8,1.0,2.0,no,no,yes,no,8.89999961853027,0,no,no
0.33,0.2,0.8,1.0,2.0,no,no,no,no,3.20000004768372,0,no,no
0.43,0.27,0.5,1.0,1.0,no,no,no,no,3.20000004768372,0,no,no
0.37,0.32,0.775,2.0,2.0,no,no,no,no,3.20000004768372,0,no,no
0.34,0.31,0.7746478873239441,2.0,1.0,no,no,no,yes,2.0,0,no,no
0.43,0.42,0.888157894736842,1.0,2.0,no,yes,no,yes,3.9000000953674303,0,no,yes
0.36,0.35,0.8355263157894741,1.0,2.0,no,no,no,yes,3.9000000953674303,0,no,yes
0.78,0.72,0.9,1.0,2.0,no,no,no,no,3.5999999046325697,1,no,yes
0.38,0.17,0.6875,1.0,1.0,no,no,no,yes,2.0,0,no,no
0.37,0.31,0.649305555555556,1.0,1.0,no,no,no,no,3.0999999046325697,0,no,no
0.37,0.31,0.149305555555556,1.0,1.0,no,no,no,no,3.0999999046325697,0,no,no
0.42,0.23,0.654545454545455,2.0,1.0,no,no,no,no,2.0,0,no,no
0.33,0.25,0.795031055900621,2.0,1.0,no,no,no,no,3.20000004768372,0,no,no
0.41,0.29,0.852564102564103,3.0,2.0,no,no,no,yes,3.20000004768372,0,yes,no
0.38,0.32,0.797202797202797,1.0,2.0,no,no,no,no,5.300000190734861,1,yes,no
0.33,0.33,0.7741935483870971,1.0,2.0,no,no,no,yes,2.0,1,no,no
0.39,0.38,0.8,4.0,2.0,no,no,yes,yes,10.6000003814697,1,no,no
0.27,0.23,0.8,4.0,2.0,no,no,no,yes,3.20000004768372,1,yes,yes
0.63,0.24,0.7888888888888891,5.0,2.0,yes,no,no,yes,3.20000004768372,0,yes,yes
0.43,0.38,0.8037824962452729,5.0,2.0,no,no,no,no,8.89999961853027,1,no,yes
0.33,0.23,0.8,3.0,2.0,yes,no,no,yes,3.20000004768372,1,yes,no
0.38,0.33,0.7984496124031009,2.0,2.0,no,no,no,yes,2.0,1,yes,yes
0.37,0.18,0.8057553956834529,5.0,2.0,no,no,no,no,3.9000000953674303,1,yes,yes
0.21,0.13,0.804123711340206,6.0,2.0,yes,no,yes,yes,3.20000004768372,0,yes,yes
0.21,0.21,0.8,3.0,2.0,no,no,no,yes,3.20000004768372,1,yes,no
0.23,0.18,1.0,2.0,2.0,yes,no,no,no,3.9000000953674303,1,yes,no
0.57,0.36,1.02857142857143,1.0,2.0,no,no,yes,yes,4.30000019073486,1,no,yes
0.27,0.23,0.8,1.0,2.0,no,no,no,yes,3.5999999046325697,1,no,no
0.33,0.23,1.0,1.0,2.0,no,no,no,no,3.9000000953674303,1,no,no
0.47,0.3,0.701559020044543,1.0,1.0,no,no,yes,no,5.300000190734861,0,no,no
0.32,0.29,0.7359813084112149,1.0,1.0,no,no,no,yes,3.20000004768372,0,no,no
0.29,0.23,0.9100671140939599,6.0,1.0,no,no,no,no,3.20000004768372,0,no,no
0.47,0.15,0.39398280802292296,2.0,1.0,no,no,yes,no,3.20000004768372,0,no,no
0.53,0.3,0.665322580645161,2.0,1.0,no,no,no,no,4.30000019073486,0,no,no
0.31,0.31,0.803738317757009,1.0,2.0,no,no,no,no,10.6000003814697,0,no,no
0.39,0.28,0.7484276729559749,2.0,2.0,no,no,no,no,3.20000004768372,0,no,no
0.36,0.26,0.84,4.0,1.0,no,no,no,no,3.9000000953674303,0,no,no
0.42,0.21,0.795744680851064,1.0,2.0,no,no,no,yes,3.20000004768372,0,no,no
0.36,0.27,0.89937106918239,3.0,2.0,no,no,no,no,2.0,0,no,no
0.35,0.29,0.72972972972973,1.0,2.0,no,no,no,yes,1.79999995231628,0,no,no
0.26,0.22,0.842342342342342,5.0,2.0,no,no,no,yes,3.20000004768372,0,no,no
0.22,0.21,0.46315789473684205,2.0,2.0,no,no,no,no,3.20000004768372,1,no,no
0.14,0.14,0.261538461538462,1.0,2.0,no,no,no,no,3.20000004768372,0,no,no
0.32,0.23,0.7970297029702971,5.0,2.0,no,no,no,no,3.0999999046325697,0,no,no
0.28,0.27,0.742990654205608,4.0,2.0,no,no,no,yes,1.79999995231628,0,no,no
0.37,0.3,0.7714285714285709,2.0,2.0,no,no,no,yes,10.6000003814697,0,yes,no
0.28,0.26,0.748,2.0,2.0,no,no,yes,no,3.20000004768372,0,no,no
0.29,0.25,0.479674796747967,2.0,2.0,no,no,no,yes,4.30000019073486,0,no,no
0.27,0.25,0.8035714285714292,5.0,2.0,no,no,no,no,3.20000004768372,0,yes,no
0.25,0.24,0.803030303030303,2.0,2.0,no,no,no,yes,3.0999999046325697,0,no,no
0.26,0.18,0.8,2.0,2.0,no,no,no,no,3.0999999046325697,0,no,no
0.3,0.29,0.37037037037037,1.0,1.0,no,no,no,no,3.20000004768372,0,no,no
0.5,0.29,0.7987616099071209,2.0,1.0,no,no,no,no,3.5999999046325697,0,no,yes
0.38,0.19,0.788461538461538,6.0,2.0,no,no,no,no,8.89999961853027,0,no,no
0.4,0.25,0.8381877022653721,2.0,2.0,no,no,no,no,3.20000004768372,0,no,no
0.34,0.28,0.7921348314606741,6.0,2.0,no,no,no,no,3.20000004768372,0,no,no
0.32,0.31,0.7924528301886791,1.0,2.0,no,no,no,no,3.20000004768372,0,no,no
0.26,0.21,0.7058823529411771,2.0,2.0,no,no,no,no,3.20000004768372,0,no,no
0.2,0.2,0.508474576271186,1.0,2.0,no,no,yes,no,10.6000003814697,0,no,no
0.29,0.23,0.8440366972477059,1.0,1.0,no,no,no,no,3.20000004768372,0,no,no
0.32,0.27,0.8992805755395681,3.0,2.0,no,no,no,yes,10.6000003814697,0,no,no
0.39,0.34,0.7994858611825191,1.0,1.0,no,no,no,yes,3.20000004768372,0,yes,yes
0.19,0.18,0.74375,1.0,2.0,no,no,no,yes,3.0999999046325697,0,no,no
0.37,0.32,0.8985507246376809,1.0,2.0,no,no,no,no,3.20000004768372,0,no,no
0.41,0.3,0.555555555555556,1.0,1.0,no,no,no,no,3.9000000953674303,0,no,no
0.38,0.23,0.794642857142857,2.0,2.0,no,no,no,yes,3.0999999046325697,0,no,yes
0.33,0.28,0.88,1.0,2.0,no,no,no,no,10.6000003814697,1,no,no
0.349000015258789,0.202000007629395,0.909248328262153,5.0,1.0,no,no,no,yes,3.20000004768372,1,no,no
0.38400001525878896,0.302999992370605,0.431372549019608,2.0,1.0,no,no,no,no,3.20000004768372,0,no,no
0.31,0.2,0.495049504950495,1.0,1.0,no,no,no,no,2.0,0,no,no
0.27,0.27,0.184049079754601,1.0,2.0,no,no,yes,yes,3.20000004768372,0,no,no
0.395999984741211,0.148000001907349,0.28169014084507,1.0,2.0,no,no,no,no,3.9000000953674303,0,no,no
0.26,0.2,0.468085106382979,1.0,1.0,no,no,no,no,1.79999995231628,0,no,no
0.369000015258789,0.335999984741211,0.9185185185185191,2.0,2.0,no,no,no,no,2.0,0,no,no
0.31,0.196000003814697,1.0,6.0,4.0,no,no,no,no,10.6000003814697,0,no,yes
0.3529999923706049,0.31,0.42857142857142894,3.0,2.0,no,no,no,no,2.0,0,no,no
0.276000003814697,0.208999996185303,0.46448087431694,1.0,1.0,no,no,no,no,3.20000004768372,0,no,no
0.31,0.31,0.297619047619048,1.0,1.0,no,no,no,no,3.20000004768372,0,no,no
0.38,0.33,0.880952380952381,1.0,3.0,no,no,no,yes,3.20000004768372,1,no,no
0.37,0.16,0.7692307692307689,1.0,3.0,no,no,yes,no,4.30000019073486,1,no,no
0.36,0.22,0.9047619047619051,2.0,2.0,no,no,no,no,3.9000000953674303,0,no,no
0.35,0.23,0.9137931034482759,1.0,2.0,no,no,no,no,2.0,1,no,no
0.36,0.34,0.8979591836734692,1.0,2.0,no,no,no,yes,3.20000004768372,0,no,no
0.395999984741211,0.16,0.7894736842105259,1.0,1.0,no,no,no,no,3.0999999046325697,0,no,no
0.36,0.28,0.8888888888888891,2.0,2.0,no,no,no,yes,3.20000004768372,0,no,no
0.36,0.31,0.8310810810810809,1.0,2.0,no,no,no,no,3.0999999046325697,0,no,no
0.27,0.27,0.5,1.0,1.0,no,no,no,yes,4.30000019073486,0,no,no
0.31,0.28,0.8026315789473679,1.0,1.0,no,no,no,no,3.20000004768372,0,no,no
0.34,0.28,0.8,1.0,2.0,no,no,no,no,1.79999995231628,0,no,no
0.29,0.24,0.9,6.0,2.0,no,no,no,no,3.20000004768372,1,no,no
0.42,0.42,0.7758620689655171,1.0,1.0,no,no,no,no,3.20000004768372,0,no,no
3.0,3.0,0.5714285714285711,1.0,3.0,no,no,yes,no,10.6000003814697,0,no,yes
0.33,0.29,0.807142857142857,1.0,2.0,no,no,yes,yes,10.6000003814697,0,no,no
0.32,0.21,0.9,1.0,2.0,no,no,no,yes,3.9000000953674303,0,no,no
0.3,0.2,0.8,6.0,2.0,yes,no,no,no,4.30000019073486,0,no,yes
0.29,0.24,0.944444444444444,1.0,2.0,no,no,no,no,4.30000019073486,0,no,no
0.28,0.17,0.62962962962963,2.0,2.0,no,no,no,no,4.30000019073486,0,no,no
0.37,0.3,0.9285714285714292,2.0,2.0,no,no,no,no,3.20000004768372,0,yes,no
0.37,0.35,0.8430232558139542,1.0,2.0,no,no,no,no,1.79999995231628,1,no,no
0.19,0.16,0.42857142857142894,2.0,2.0,no,no,no,yes,10.6000003814697,1,no,no
0.36,0.29,0.549450549450549,1.0,2.0,no,no,no,no,3.5999999046325697,0,no,no
0.83,0.72,0.7162921348314608,3.0,2.0,no,no,no,yes,3.5999999046325697,0,no,no
0.29,0.16,0.40625,1.0,2.0,no,no,no,yes,3.5999999046325697,0,no,no
0.37,0.31,0.9,3.0,2.0,no,no,no,yes,3.5999999046325697,1,yes,no
0.21,0.21,0.555555555555556,2.0,2.0,yes,no,no,no,3.5999999046325697,0,no,no
0.21,0.19,0.5514705882352939,1.0,2.0,no,no,no,yes,3.5999999046325697,0,no,no
0.29,0.28,0.33333333333333304,2.0,2.0,no,no,no,yes,3.5999999046325697,0,no,no
0.21,0.14,0.952941176470588,5.0,2.0,no,no,no,yes,3.5999999046325697,0,no,no
0.42,0.32,0.8,2.0,2.0,no,no,no,yes,3.5999999046325697,1,no,no
0.22,0.21,0.6875,1.0,2.0,no,no,no,no,3.5999999046325697,0,no,no
0.27,0.23,0.698224852071006,2.0,2.0,no,no,no,no,3.5999999046325697,0,no,no
0.43,0.34,0.9523809523809521,1.0,2.0,no,no,no,yes,3.5999999046325697,1,yes,no
0.37,0.2,0.8967741935483872,6.0,2.0,yes,yes,no,no,3.5999999046325697,1,no,yes
0.29,0.29,0.95,4.0,2.0,no,no,no,yes,3.5999999046325697,1,no,no
0.17,0.13,0.0315106580166821,1.0,2.0,no,no,no,no,3.5999999046325697,0,no,no
0.34,0.24,0.9013157894736842,5.0,2.0,no,no,no,yes,3.5999999046325697,0,no,no
0.16,0.16,0.36,1.0,2.0,no,no,no,no,3.5999999046325697,0,no,no
0.13,0.12,0.526315789473684,2.0,2.0,no,no,no,no,3.5999999046325697,0,no,no
0.31,0.24,0.6094182825484761,2.0,1.0,no,no,no,no,3.5999999046325697,0,no,no
0.23,0.23,0.7214765100671141,5.0,2.0,no,no,yes,no,3.5999999046325697,0,no,no
0.2,0.18,0.8,2.0,1.0,no,no,no,yes,3.5999999046325697,1,no,no
0.21,0.19,0.298507462686567,2.0,2.0,no,no,no,no,3.5999999046325697,0,no,no
0.24,0.22,0.7734806629834251,2.0,1.0,no,no,no,no,3.5999999046325697,0,no,no
0.22,0.22,0.5,1.0,2.0,no,no,no,no,3.5999999046325697,0,no,no
0.25,0.17,0.588235294117647,3.0,2.0,no,no,no,yes,3.5999999046325697,0,no,no
0.34,0.29,0.8320000000000001,3.0,2.0,no,no,no,yes,3.5999999046325697,1,no,no
0.4,0.31,0.436681222707424,2.0,1.0,no,no,no,no,3.5999999046325697,0,no,no
0.29,0.25,0.666666666666667,2.0,1.0,no,no,no,no,3.5999999046325697,0,no,no
0.29,0.22,0.6993006993006989,2.0,2.0,no,no,no,no,3.5999999046325697,0,no,no
0.14,0.14,0.27906976744186,1.0,2.0,no,no,no,no,3.5999999046325697,1,yes,no
0.41,0.31,1.0,1.0,2.0,no,no,no,no,3.5999999046325697,0,no,no
0.37,0.28,0.8695652173913041,1.0,2.0,no,no,no,yes,3.5999999046325697,1,yes,no
0.43,0.43,0.9523809523809521,5.0,2.0,no,no,no,yes,3.5999999046325697,1,yes,no
0.26,0.26,0.902857142857143,1.0,2.0,no,no,no,no,3.5999999046325697,1,no,no
